,id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,rating_delta,moves,opening_eco,opening_name,opening_ply
9992,7336,1,1409060655170.0,1409060730826.0,9,2,0,20+0,1262,1393,2020,1195,198,14879,193,1020,6
9993,16538,1,1409060157178.0,1409060630270.0,43,1,0,20+0,1262,1387,2020,1228,159,10464,72,1125,2
9994,4819,1,1409058768977.0,1409060083942.0,43,3,1,60+5,2005,1195,4979,1386,-191,16974,171,639,2
9995,5804,0,1409057716045.0,1409058660094.0,63,2,0,40+0,2005,1195,3519,1369,-174,16688,172,183,5
9996,4309,0,1409049949964.0,1409051425050.0,95,2,0,40+0,2005,1195,3519,1369,-174,16703,172,164,3
9997,16820,0,1409042899915.0,1409043413743.0,76,1,2,5+8,2005,1195,2996,1247,-52,6997,73,24,6
9998,125,1,1409042401999.0,1409042822164.0,40,1,2,20+0,4821,1369,2020,1062,307,15231,192,784,4
9999,14446,1,1409039095658.0,1409039817776.0,44,1,2,60+5,2005,1185,4979,1288,-103,15926,191,645,4
10000,15123,1,1409037787698.0,1409039092863.0,55,3,1,60+5,4904,1291,2020,1117,174,15171,191,210,4
10001,18066,0,1409035394318.0,1409037489078.0,44,0,2,30+0,4254,1152,2020,1117,35,16700,172,164,3
10002,2167,1,1379707168520.0,1379708094713.0,108,1,2,12+2,5789,1121,4440,1458,-337,18379,77,682,2
10003,2220,1,1379413138019.0,1379413710681.0,56,2,2,10+2,2509,1580,4440,1402,178,15974,171,655,3
10004,18395,0,1379370152288.0,1379370211903.0,7,1,0,8+5,4338,1023,1616,879,144,16266,171,282,3
10005,2881,1,1379366318950.0,1379366962872.0,51,2,0,15+12,4338,1354,5850,1389,-35,11106,78,809,2
10006,15719,1,1379364644595.0,1379365296868.0,56,1,2,6+8,4338,1404,4219,1407,-3,16253,171,282,3
10007,14099,1,1379268010462.0,1379269158089.0,103,2,0,10+2,9296,1668,4440,1427,241,4552,248,1377,4
10008,12646,1,1379261120377.0,1379261888529.0,59,2,0,8+5,4338,1337,1066,1484,-147,7081,71,1404,2
10009,1245,1,1379203200895.0,1379203414164.0,30,1,2,5+5,4338,1411,5327,1262,149,16269,171,282,3
10010,1589,1,1379194642348.0,1379195441681.0,69,1,0,10+10,4338,1218,7346,1452,-234,16273,171,282,3
10011,16331,1,1379193962340.0,1379194478735.0,61,1,0,10+10,858,1946,4440,1221,725,6068,66,202,5
10012,16873,1,1379186640562.0,1379187089435.0,37,2,0,18+8,5909,1073,4440,1371,-298,15367,192,785,5
10013,18500,1,1379185088705.0,1379185329389.0,27,1,0,10+10,4338,1208,5145,1445,-237,16244,171,282,3
10014,1827,1,1379184228996.0,1379185076423.0,61,2,0,10+10,5087,1439,4440,1282,157,15795,192,784,4
10015,2474,1,1379178417707.0,1379178884961.0,41,1,2,15+8,4338,1500,6194,1422,78,17836,154,314,5
10016,12244,0,1379172047499.0,1379173089335.0,119,2,0,5+8,2003,1146,4440,1200,-54,9197,90,1287,3
10017,6925,1,1486181233124.0,1486181613701.0,31,1,0,20+0,2073,1992,7667,1816,176,5043,263,862,12
10018,6655,1,1486180191321.0,1486181042241.0,60,2,2,5+10,7598,1628,7667,1810,-182,7720,93,1217,4
10019,17599,0,1484323036260.0,1484323926827.0,89,1,0,4+6,4812,2102,7667,1810,292,17803,161,385,10
10020,2133,0,1484322270290.0,1484323034965.0,66,1,2,4+6,7679,1810,4896,2102,-292,3916,242,982,5
10021,15324,1,1484242688600.0,1484243492902.0,64,1,2,5+8,6198,1537,7667,1805,-268,5625,36,433,2
10022,18980,0,1484012859889.0,1484013815122.0,77,1,0,5+5,4812,2101,7667,1805,296,17809,162,368,13
10023,4051,0,1484009532137.0,1484010202509.0,49,1,0,5+5,4812,2101,7667,1805,296,8716,144,1296,10
10024,3771,0,1484007568133.0,1484008399339.0,71,1,0,5+5,4812,2101,7667,1805,296,17806,160,388,8
10025,5586,1,1484002277173.0,1484003267011.0,49,1,0,8+2,7679,1784,4896,2121,-337,3962,244,179,9
10026,3001,1,1484000687873.0,1484002248499.0,78,2,2,10+15,8395,1799,7667,1771,28,9318,92,1202,3
10027,4044,1,1483999343500.0,1483999765410.0,35,1,0,5+5,4950,1845,7667,1781,64,6000,154,318,11
10028,13686,1,1483980638145.0,1483981721845.0,102,2,2,7+3,7679,1800,6899,1565,235,3797,241,965,4
10029,10666,0,1412634305181.0,1412634697012.0,38,1,0,180+45,9253,1500,816,1133,367,1951,36,679,2
10030,5560,1,1408734462123.0,1408734510123.0,3,1,0,5+8,2,1252,816,1168,84,18292,71,32,2
10031,9066,0,1407347022233.0,1407347378456.0,65,2,0,1+45,422,1392,816,1168,224,18309,71,104,2
10032,18972,1,1407343126999.0,1407343321702.0,30,2,2,10+45,839,1213,7071,1392,-179,6411,0,1433,1
10033,1167,1,1407014096468.0,1407014639013.0,85,1,0,10+2,6739,1559,816,1230,329,835,1,734,1
10034,15686,1,1407013923498.0,1407014080711.0,12,2,2,10+2,839,1250,6789,1556,-306,21,0,1427,1
10035,13329,1,1407013775947.0,1407013914016.0,19,2,0,10+2,6739,1552,816,1275,277,3090,41,443,2
10036,3041,1,1407012646516.0,1407013248603.0,37,2,0,25+10,4382,1598,816,1301,297,11119,78,810,3
10037,7309,0,1407011492207.0,1407011979420.0,83,1,0,180+180,3690,1500,816,1301,199,1875,0,677,1
10038,13131,1,1407011367255.0,1407011457268.0,11,2,0,10+4,4737,1403,816,1393,10,1921,0,677,1
10039,6852,1,1407010614416.0,1407010939612.0,31,3,1,5+8,839,1399,1984,1381,18,9392,90,1194,2
10040,11110,1,1406941845155.0,1406941919229.0,11,2,0,15+0,5973,1693,816,1500,193,2971,41,453,3
10041,5642,1,1418925736332.0,1418926319077.0,37,0,0,5+8,2996,1255,3676,1142,113,10980,72,1125,2
10042,9874,1,1418813477789.0,1418813789400.0,29,1,0,10+0,3615,1475,3676,1147,328,4076,239,961,2
10043,9820,1,1418579026007.0,1418579973100.0,57,1,0,20+8,148,1394,3676,1152,242,5281,239,962,3
10044,2861,1,1416966647959.0,1416967291247.0,31,1,2,15+3,3563,1172,6536,1075,97,10364,72,1125,2
10045,18532,1,1416761720369.0,1416762106446.0,44,1,2,8+0,6295,1196,3676,1172,24,5384,239,961,2
10046,791,1,1416760562492.0,1416761240795.0,94,2,2,5+5,1245,1336,3676,1058,278,4742,258,868,5
10047,16714,1,1416751779805.0,1416752045277.0,22,1,2,20+8,3563,1203,7561,1215,-12,14159,195,844,6
10048,7650,1,1416751420206.0,1416751773218.0,42,2,2,20+8,7542,1227,3676,1190,37,10741,72,1141,4
10049,13288,1,1416683800949.0,1416684437278.0,55,1,0,8+3,3563,1171,1124,1381,-210,3646,71,760,5
10050,12812,1,1416468354539.0,1416469258629.0,100,2,2,6+4,612,1378,3676,1159,219,10253,72,1125,2
10051,11274,1,1416467254907.0,1416467845535.0,9,0,0,9+1,3563,1144,1009,1226,-82,3248,91,1351,3
10052,13397,1,1416338928463.0,1416339492735.0,34,2,2,5+8,926,1244,3676,1141,103,10483,72,1125,2
10053,6974,1,1416331124854.0,1416331505403.0,43,2,0,5+8,3,1383,3676,1146,237,10714,72,1141,4
10054,8394,1,1416301904145.0,1416302914557.0,48,2,2,10+7,3563,1155,5540,1256,-101,16528,172,169,6
10055,16838,1,1411960331163.0,1411960337119.0,2,1,2,5+17,476,1305,1690,1734,-429,7099,71,774,2
10056,12081,1,1411960318842.0,1411960329630.0,2,1,0,5+17,1652,1730,468,1327,403,7093,71,638,1
10057,19076,1,1411960308075.0,1411960317445.0,2,1,2,5+17,476,1358,1690,1726,-368,6575,0,1433,1
10058,11506,1,1411960297006.0,1411960306274.0,2,1,0,5+17,1652,1720,468,1405,315,6575,0,1433,1
10059,5887,1,1411960271605.0,1411960295263.0,2,1,2,5+17,476,1500,1690,1713,-213,7099,71,774,2
10060,18583,0,1408131903775.0,1408132033074.0,10,1,0,5+8,4258,1155,7960,1203,-48,881,1,735,2
10061,16277,1,1408131255340.0,1408131306935.0,4,1,0,10+0,3615,1448,4365,1181,267,3095,36,960,1
10062,19028,1,1408129912862.0,1408130538299.0,7,0,0,10+0,4921,1573,4365,1403,170,18316,77,682,2
10063,14610,1,1408129850906.0,1408130348031.0,3,0,0,8+10,4380,1845,4365,1441,404,18304,71,104,2
10064,8809,1,1408129717384.0,1408130301098.0,15,0,0,9+0,7856,1585,4365,1441,144,18289,71,32,2
10065,17621,1,1408129384077.0,1408129873075.0,3,0,0,8+10,3509,1842,4365,1500,342,18283,71,32,2
10066,17085,1,1408129231990.0,1408131223180.0,28,0,2,20+0,4258,1500,5073,1212,288,1888,0,678,2
10067,15776,1,1408129117743.0,1408129532190.0,5,0,0,6+7,3540,1853,4365,1500,353,7049,71,432,2
10068,14265,0,1476239023661.0,1476239802419.0,122,1,2,8+0,930,2005,8363,1900,105,7992,122,1215,10
10069,12060,1,1421971698562.0,1421973565381.0,66,0,2,20+0,1611,1545,8254,1706,-161,10605,72,1142,5
10070,10647,1,1412357298416.0,1412358338864.0,91,0,0,10+0,134,1567,8254,1796,-229,8575,122,1273,10
10071,4284,1,1409266362160.0,1409266863625.0,37,1,2,11+0,7635,1954,8254,1787,167,9222,90,1376,5
10072,13161,1,1408591200547.0,1408591919662.0,55,1,0,11+0,8320,1796,529,1669,127,2482,245,943,4
10073,15347,1,1408590446360.0,1408591144265.0,53,2,0,11+0,8320,1774,1957,1690,84,5813,36,433,2
10074,5372,1,1408162942875.0,1408163735098.0,75,1,0,10+0,8320,1743,1288,1738,5,12371,211,1072,6
10075,1557,1,1408161827515.0,1408162733015.0,67,1,0,10+0,8320,1735,5609,1759,-24,18587,3,62,2
10076,14007,1,1407561623015.0,1407562620724.0,65,2,0,9+0,8320,1765,3171,1654,111,898,1,742,5
10077,9098,1,1407561580541.0,1407563562772.0,2,0,2,15+15,520,1839,8254,1765,74,3347,239,961,2
10078,9006,1,1407560667552.0,1407561570717.0,39,0,0,10+0,8320,1687,7579,1763,-76,9503,91,1351,3
10079,3957,1,1407536102679.0,1407537033452.0,87,2,0,9+0,8320,1580,2668,1716,-136,6463,0,1433,1
10080,9784,1,1407452161670.0,1407452976166.0,66,0,2,6+5,8320,1743,2857,2134,-391,391,6,765,3
10081,16590,1,1407397120894.0,1407397753170.0,74,2,2,30+0,1484,1617,8254,1500,117,3877,241,976,5
10082,7018,0,1431303727807.0,1431308219490.0,109,1,0,20+20,1627,1500,2280,1793,-293,3946,289,904,12
10083,13447,0,1431213952338.0,1431214482731.0,53,1,0,5+5,2241,1793,6280,1750,43,5045,264,874,4
10084,12543,0,1431213523739.0,1431213947231.0,42,1,2,5+5,6233,1750,2280,1793,-43,5007,289,905,13
10085,5512,0,1431213347030.0,1431213516681.0,31,1,0,10+0,2241,1793,5175,850,943,2448,46,1402,4
10086,15496,0,1431212885471.0,1431213282908.0,45,1,0,10+0,2241,1793,7334,1254,539,5858,264,874,4
10087,18712,1,1497299023704.0,1497300031887.0,149,0,0,8+0,4476,2131,5806,1924,207,17785,157,387,9
10088,6890,1,1496554535954.0,1496555413825.0,120,0,2,8+0,5749,1937,9301,1869,68,13879,197,1415,5
10089,16410,1,1443064905407.0,1443065233625.0,20,1,0,180+0,2433,1276,4322,1111,165,10245,72,1125,2
10090,13801,1,1443049066740.0,1443049608992.0,54,2,2,12+0,7458,1144,4322,1096,48,5674,36,433,2
10091,3686,0,1443048210793.0,1443048501225.0,44,1,2,5+8,287,1091,4322,1096,-5,5212,243,968,5
10092,4348,1,1410564325054.0,1410565596238.0,71,2,0,20+15,1068,1072,4322,1111,-39,1095,0,1124,1
10093,1631,1,1409353817245.0,1409354200378.0,31,1,0,11+4,4926,1271,4322,1119,152,5671,36,433,2
10094,11252,1,1409353040831.0,1409353538986.0,52,1,2,14+0,4218,1129,8411,1208,-79,10923,72,1141,4
10095,7064,1,1409183870809.0,1409184701887.0,55,1,0,20+5,3185,1633,4322,1131,502,6324,0,1433,1
10096,5958,0,1409173249615.0,1409173361908.0,11,1,2,15+15,4218,1131,5818,1377,-246,13229,201,503,6
10097,13168,1,1409095194506.0,1409095826694.0,46,1,2,30+0,4218,1141,8411,1230,-89,10357,72,1126,3
10098,18667,1,1409094945168.0,1409095153752.0,30,2,2,15+0,4218,1151,1786,1248,-97,16214,171,663,3
10099,15571,1,1409078190422.0,1409078661976.0,40,1,0,10+10,3219,1339,4322,1158,181,3168,36,214,2
10100,14547,1,1409077241440.0,1409077331323.0,11,2,0,5+6,4145,1257,4322,1169,88,15321,192,785,5
10101,1527,1,1409076378616.0,1409077215414.0,69,2,0,30+0,8489,1216,4322,1182,34,5434,37,960,2
10102,8306,1,1409014049160.0,1409014417995.0,28,2,2,20+9,4218,1199,8240,1129,70,15242,192,785,5
10103,8379,1,1409013698821.0,1409014039372.0,18,1,0,60+0,6935,1028,4322,1220,-192,5550,36,283,2
10104,11203,1,1409011877742.0,1409012303131.0,33,2,0,5+12,1919,1201,4322,1236,-35,5534,36,283,2
10105,2211,1,1408998072581.0,1408998235364.0,17,2,0,10+5,4218,1218,2287,1294,-76,16999,152,311,2
10106,8415,1,1408996837821.0,1408997906003.0,74,1,0,30+0,4218,1202,8411,1201,1,10916,72,1141,4
10107,8217,1,1408993760517.0,1408996176434.0,87,1,0,20+10,7466,1507,4322,1207,300,17453,152,311,2
10108,1376,1,1408911170200.0,1408912116154.0,61,0,0,10+0,3615,1517,4322,1212,305,2974,41,453,3
10109,1119,1,1408852820068.0,1408854255831.0,82,2,2,25+9,1121,1438,4322,1186,252,8957,108,1251,4
10110,1405,1,1408852260155.0,1408852804687.0,36,2,2,5+10,3324,1698,4322,1155,543,2886,352,604,9
10111,5042,1,1406688756498.0,1406689217080.0,39,1,0,13+20,3676,1347,5272,1460,-113,813,0,1451,1
10112,4906,1,1406608537532.0,1406608749578.0,14,1,2,10+0,3676,1500,7190,1549,-49,18600,3,62,2
10113,7700,0,1406608171669.0,1406608531033.0,46,1,0,8+8,4588,1500,3812,1389,111,5412,239,961,2
10114,2097,1,1406383196294.0,1406383436834.0,36,2,2,5+10,1128,1474,8853,1331,143,10432,72,1125,2
10115,12818,1,1406381804191.0,1406383194759.0,83,0,0,5+10,8952,1313,1142,1491,-178,590,6,1003,2
10116,10639,1,1406040535312.0,1406040687075.0,23,1,2,10+0,8952,1317,1404,1430,-113,727,4,1454,2
10117,4328,1,1406027406287.0,1406028735814.0,86,2,2,7+8,1781,1232,8853,1307,-75,10468,72,1125,2
10118,16906,1,1406026809228.0,1406027399198.0,35,1,0,7+8,8952,1296,1805,1241,55,647,4,1465,2
10119,10532,1,1405947325711.0,1405948613612.0,139,1,0,0+15,853,1370,8853,1226,144,6265,0,1433,1
10120,6824,1,1405947287784.0,1405947295241.0,3,0,0,0+15,853,1325,8853,1249,76,10257,72,1125,2
10121,18665,1,1405789200676.0,1405789999105.0,45,1,0,15+10,2018,1375,8853,1314,61,10940,72,1141,4
10122,15258,1,1405788305682.0,1405789193184.0,39,2,0,8+8,4991,1502,8853,1321,181,1965,36,679,2
10123,2553,1,1405771283712.0,1405772092674.0,39,2,0,15+6,8952,1320,7838,1343,-23,370,6,1468,3
10124,5,1,1405770394188.0,1405771237756.0,29,0,0,5+8,2759,1418,8853,1330,88,10820,72,1141,4
10125,3616,1,1405769757128.0,1405770392590.0,47,2,0,5+8,8952,1311,2812,1433,-122,591,6,1003,2
10126,10818,1,1405769465967.0,1405769690175.0,33,1,0,5+6,6694,1505,8853,1319,186,10403,72,1125,2
10127,4374,1,1405694483540.0,1405695050571.0,62,2,2,5+8,5782,1299,8853,1304,-5,10335,72,1125,2
10128,999,1,1405694171611.0,1405694472505.0,25,1,2,10+10,8952,1309,7173,1601,-292,728,4,1459,2
10129,4948,1,1405693771572.0,1405694140524.0,52,1,2,5+10,3580,1207,8853,1298,-91,10286,72,1125,2
10130,6547,1,1405612864828.0,1405613337588.0,60,1,0,2+10,8952,1211,3004,1258,-47,372,6,1468,3
10131,8282,1,1405612646310.0,1405612861566.0,31,2,0,2+10,2931,1242,8853,1248,-6,10979,72,1125,2
10132,12781,1,1405612620571.0,1405612641593.0,3,1,0,2+10,8952,1202,3004,1261,-59,625,4,1469,2
10133,7079,1,1405610856045.0,1405611257846.0,23,2,0,7+8,8952,1299,1805,1169,130,632,4,1469,2
10134,17672,1,1405609840146.0,1405610853651.0,45,1,0,7+8,1781,1153,8853,1322,-169,10838,72,1141,4
10135,11003,1,1405609388500.0,1405609833426.0,47,1,0,9+0,8711,1662,8853,1327,335,10912,72,1141,4
10136,4586,1,1405609061865.0,1405609373730.0,39,1,2,10+0,1727,1242,8853,1313,-71,1934,36,679,2
10137,2673,1,1405608862981.0,1405609042354.0,16,1,2,6+5,1043,1334,8853,1294,40,10433,72,1125,2
10138,11950,1,1405598479376.0,1405599635589.0,78,2,2,15+0,0,986,8853,1289,-303,10278,72,1125,2
10139,11129,1,1405597684652.0,1405598450802.0,65,1,0,5+10,1526,1373,8853,1303,70,10837,72,1141,4
10140,5645,1,1405596627157.0,1405597622428.0,57,1,0,5+10,8952,1279,1537,1387,-108,371,6,1468,3
10141,12489,1,1405522157877.0,1405522988870.0,52,2,2,10+0,8600,1376,8853,1263,113,6930,73,0,2
10142,18784,0,1483237722023.0,1483240565796.0,65,0,0,25+0,4411,1500,2779,1411,89,15544,192,784,4
10143,2147,1,1421606261837.0,1421607312213.0,50,2,2,30+0,2730,1500,5513,1732,-232,6309,0,1433,1
10144,910,0,1421465748209.0,1421467022527.0,118,2,2,1+20,585,1500,2779,1500,0,16976,152,331,3
10145,15013,0,1421463719159.0,1421465031370.0,74,2,2,10+0,585,1500,2779,1500,0,17819,152,310,4
10146,10219,1,1477765081790.0,1477765606330.0,67,1,0,5+5,5586,2182,7979,2210,-28,17627,152,359,3
10147,16122,1,1477763880499.0,1477765055903.0,149,1,0,5+5,1198,2622,5658,2188,434,6686,71,746,3
10148,3043,1,1477763110388.0,1477763832372.0,83,1,0,5+5,8031,2199,5658,2233,-34,6758,71,745,2
10149,2364,1,1477762413943.0,1477763079246.0,97,3,1,5+5,5586,2239,7979,2198,41,17629,152,359,3
10150,2661,1,1477761653409.0,1477762081349.0,45,1,0,5+5,5586,2184,3535,2200,-16,8872,120,1291,7
10151,14713,1,1477760622688.0,1477761651927.0,106,1,0,5+5,3422,2183,5658,2257,-74,6816,71,752,5
10152,2805,1,1405059577245.0,1405060033454.0,53,2,0,0+40,1522,1625,3917,1363,262,550,191,210,4
10153,2080,1,1405048955941.0,1405049787340.0,59,2,0,0+20,8993,1587,3917,1500,87,16000,171,639,2
10154,4733,1,1404698601094.0,1404699170576.0,68,2,2,10+0,5037,1883,6682,2093,-210,17606,152,972,4
10155,15588,0,1404696111155.0,1404696746992.0,75,2,0,10+0,6637,2064,8308,1947,117,1029,0,832,4
10156,13000,0,1404694092948.0,1404694748952.0,72,2,2,10+0,3442,1713,6682,2054,-341,10445,72,1125,2
10157,8574,0,1404693515875.0,1404694088742.0,67,2,0,10+0,6637,2044,3552,1716,328,5859,264,874,4
10158,2993,0,1404692763939.0,1404693416724.0,49,1,0,10+0,6637,2004,3327,2004,0,1007,6,1470,3
10159,7827,0,1404692337222.0,1404692706705.0,41,2,0,10+2,6637,2004,978,1744,260,9449,101,1327,7
10160,8389,0,1404680295878.0,1404680951573.0,48,1,2,15+0,3855,1700,6682,1990,-290,10131,84,134,5
10161,4735,0,1404679158549.0,1404679707478.0,50,1,2,5+8,2401,1677,6682,1944,-267,8508,117,1289,6
10162,3573,0,1404678208076.0,1404679141420.0,46,0,2,10+5,735,1613,6682,1927,-314,9684,91,1285,3
10163,9203,0,1404525087656.0,1404525984092.0,85,1,0,10+0,6637,1909,811,1598,311,995,0,837,2
10164,8047,0,1404524912342.0,1404525047128.0,23,1,0,10+0,6637,1886,1131,1590,296,1171,335,723,10
10165,10848,0,1404524295777.0,1404524715540.0,41,1,0,10+0,6637,1831,8541,1733,98,1201,13,268,6
10166,3952,0,1404523670477.0,1404524162342.0,47,1,0,10+0,6637,1769,6607,1655,114,11160,78,182,6
10167,5154,0,1404522053618.0,1404522910799.0,71,2,0,10+0,6637,1650,9281,1651,-1,1033,0,830,5
10168,9972,0,1404521404846.0,1404521941722.0,51,1,0,10+0,6637,1500,8062,1447,53,1002,0,827,1
10169,10755,1,1408063704715.0,1408063921094.0,19,1,0,7+6,3159,1316,6080,1293,23,13693,201,462,5
10170,16479,0,1408063549859.0,1408063667018.0,5,1,0,10+15,2707,1392,6080,1293,99,11501,177,1443,5
10171,6663,0,1408063336898.0,1408063461298.0,14,1,0,10+15,3530,1334,6080,1293,41,4647,258,852,5
10172,11218,0,1404677724775.0,1404678511022.0,24,0,2,10+5,6016,1064,8937,1069,-5,1651,171,282,3
10173,15913,1,1404632967804.0,1404633784871.0,52,1,0,25+4,8767,1705,6080,1324,381,9661,91,1285,3
10174,4656,1,1404614379460.0,1404614619289.0,17,2,0,20+0,19,1498,6080,1500,-2,6878,73,21,4
10175,1459,1,1417026197487.0,1417028886843.0,72,2,2,20+0,5939,1814,3916,2038,-224,3209,40,1176,6
10176,13187,1,1416922548971.0,1416923507443.0,80,1,2,10+0,9331,1809,3916,2058,-249,6120,64,208,8
10177,14673,1,1416922257680.0,1416922529051.0,40,1,2,10+0,9379,1838,3916,2048,-210,15209,191,212,6
10178,14301,1,1416921965531.0,1416922703530.0,32,0,2,10+0,3784,2048,5739,1885,163,18613,3,66,3
10179,431,1,1415133103862.0,1415134242579.0,58,1,2,15+0,1643,1436,3916,2047,-611,4081,239,961,2
10180,3318,1,1471830274736.0,1471831451391.0,93,0,0,10+5,8447,1441,5914,1392,49,15173,191,210,4
10181,11540,0,1503347145465.0,1503348345761.0,78,3,1,7+3,8689,2305,1936,1500,805,8856,120,1214,7
10182,5924,0,1503345855060.0,1503345957955.0,19,1,0,7+3,8689,2305,1936,1500,805,9288,92,1204,12
10183,10828,0,1503344794838.0,1503345851433.0,122,2,2,7+3,1924,1500,8609,2305,-805,7702,93,1219,3
10184,5297,0,1502658564738.0,1502663458188.0,50,1,2,30+30,7919,2475,8609,2305,170,8617,144,1308,11
10185,4882,1,1404326960800.0,1404328224462.0,129,1,0,5+8,3271,1679,4124,1795,-116,1643,19,247,2
10186,9598,1,1404326170465.0,1404326953881.0,65,2,0,5+8,3999,1500,3401,1689,-189,9312,108,1225,5
10187,8502,1,1404323710135.0,1404324350702.0,38,0,2,5+8,5322,1263,9314,1521,-258,16725,171,649,3
10188,2191,1,1404322933427.0,1404323678735.0,32,0,2,5+8,5322,1299,2038,1585,-286,17001,152,311,2
10189,16876,1,1404322213493.0,1404322899859.0,79,2,0,10+0,5894,1504,5406,1387,117,15643,192,783,5
10190,11198,0,1404311390449.0,1404312057523.0,53,2,0,5+8,3825,1651,5406,1364,287,16819,181,540,3
10191,1048,0,1404308484017.0,1404309072855.0,38,0,2,5+8,5322,1364,7221,1175,189,10362,72,1125,2
10192,1336,0,1404307735885.0,1404308451013.0,40,0,2,5+8,5322,1364,6035,1501,-137,17496,152,351,3
10193,10707,0,1404299512732.0,1404300009168.0,28,0,2,5+8,5322,1364,4424,1078,286,17483,152,351,3
10194,16812,0,1404237375313.0,1404237634223.0,15,1,2,5+8,2344,1336,5406,1500,-164,11795,174,67,3
10195,15095,1,1426628945653.0,1426629585325.0,88,1,0,6+3,3941,1510,3604,1303,207,7234,71,774,2
10196,9242,1,1426589606237.0,1426590031245.0,48,2,2,3+8,3497,1309,8658,1671,-362,224,44,1420,5
10197,1438,1,1426589300155.0,1426589595590.0,39,2,0,3+8,8738,1668,3604,1313,355,11358,171,71,4
10198,18700,1,1426588893303.0,1426589295528.0,54,1,2,3+8,3497,1316,8658,1665,-349,9625,90,1194,2
10199,2452,1,1403803320459.0,1403803828887.0,44,2,2,5+5,7300,1271,7316,1463,-192,6562,36,291,3
10200,412,1,1403803048280.0,1403803299167.0,21,1,0,5+5,7275,1382,7340,1500,-118,10964,72,1131,4
10201,10797,1,1407141621380.0,1407142244263.0,30,0,2,7+8,3651,1234,5093,1288,-54,7109,71,774,2
10202,2103,1,1407140111171.0,1407140383745.0,43,2,0,10+0,3682,1315,5093,1301,14,3159,36,214,2
10203,7268,1,1407062679287.0,1407063335968.0,50,1,2,1+20,6917,1128,5093,1293,-165,3126,36,214,2
10204,17239,1,1407061620589.0,1407062034329.0,61,2,0,5+8,2312,1338,5093,1306,32,1270,10,215,1
10205,12701,1,1406900365934.0,1406900830500.0,77,1,0,5+5,5025,1323,6618,1395,-72,1890,0,678,2
10206,12690,1,1406196964075.0,1406197268378.0,35,1,0,10+10,5025,1302,8121,982,320,960,1,734,1
10207,5383,1,1406189619999.0,1406190467590.0,23,0,0,10+0,8036,1464,5093,1310,154,2486,245,943,4
10208,12903,1,1406107678355.0,1406108323955.0,51,1,2,7+8,2040,1371,5093,1306,65,3141,36,214,2
10209,6906,1,1479046611977.0,1479046742038.0,22,1,0,10+0,5004,1730,4924,1849,-119,10538,72,1143,4
10210,2649,1,1479046171285.0,1479046602752.0,93,1,2,10+0,4847,1858,7400,1939,-81,2686,312,103,8
10211,234,1,1479045602889.0,1479046152570.0,63,1,0,10+0,5097,1850,4924,1870,-20,671,4,1465,2
10212,9826,1,1478886527347.0,1478887432918.0,117,2,0,18+18,4847,1867,3743,1524,343,7067,71,1404,2
10213,9039,1,1433886482778.0,1433886953306.0,35,1,0,25+0,3441,1410,8376,1561,-151,1430,10,238,2
10214,5831,1,1417297511450.0,1417298266507.0,47,1,0,17+0,1184,1670,8376,1575,95,18597,3,62,2
10215,1058,1,1409877077659.0,1409877428061.0,30,1,0,5+5,3703,1325,8376,1457,-132,14020,197,293,6
10216,8467,1,1409613910996.0,1409614134106.0,46,1,2,5+5,8440,1484,1603,1405,79,11510,177,1444,6
10217,2521,1,1409613411506.0,1409613747132.0,40,1,2,5+5,6493,1291,8376,1471,-180,12211,216,1039,6
10218,5694,1,1403868346619.0,1403869477969.0,156,2,2,10+0,4116,1265,9162,1461,-196,18348,77,682,2
10219,15446,1,1403867929490.0,1403868344960.0,47,2,0,10+0,9255,1455,4223,1298,157,1489,24,257,4
10220,7769,1,1403867514502.0,1403867884952.0,26,2,2,14+9,4116,1316,6456,1635,-319,18349,77,682,2
10221,2609,1,1403726209155.0,1403726581783.0,51,2,0,5+6,8721,1892,4223,1322,570,4445,249,1391,6
10222,11564,1,1403725622505.0,1403726154325.0,44,2,2,10+8,7862,1443,4223,1227,216,4378,253,1399,7
10223,8897,1,1403723757377.0,1403724760632.0,78,1,0,15+10,3534,1795,4223,1234,561,4540,250,1395,8
10224,17951,1,1403723560940.0,1403723751192.0,25,2,0,12+12,7386,1484,4223,1273,211,5403,239,961,2
10225,4357,1,1403602431394.0,1403603044143.0,36,2,2,90+0,4116,1295,5263,1675,-380,13984,197,297,7
10226,1617,1,1403602298914.0,1403602429616.0,12,1,0,90+0,5187,1672,4223,1322,350,11561,208,518,7
10227,16312,1,1403353023246.0,1403354190331.0,100,1,2,5+8,4116,1357,4728,1689,-332,7902,99,1324,4
10228,5552,1,1403352864582.0,1403353019405.0,19,1,0,5+8,4649,1685,4223,1413,272,13346,208,518,7
10229,893,1,1403352393551.0,1403352857935.0,37,1,2,40+9,4116,1500,2931,1741,-241,17242,152,352,3
10230,10652,1,1403208223681.0,1403208709923.0,12,0,2,7+3,8425,1386,1024,1500,-114,9720,71,137,3
10231,529,0,1403822880144.0,1403824059637.0,126,0,2,5+5,2271,2152,4971,2075,77,14773,201,494,9
10232,8305,0,1403744047593.0,1403744678520.0,49,1,0,5+5,4899,2064,2557,1889,175,249,8,585,4
10233,19002,0,1403452491575.0,1403453996270.0,134,1,0,10+10,440,1834,4971,2064,-230,2446,253,1382,8
